SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "IEEE8500:Voltage, max=0     "
Line, "Line.hvmv_sub_connector", "_hvmv_sub_lsb", "hvmv_sub_48332", 0, 6,  0, 0, 7.1995579, 0, 1693852, 12277578, 1693886, 12277578, 16711935, 3, 0, 0, 1, 34, 16, 1
Line, "Line.ln5502549-1", "m1009763.2", "l2673322.2", 192, 2,  1, 2, 7.1995579, 14.391251, 1662434.2, 12281193, 1662466.2, 12281294, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln6259988-1", "m1069148.3", "l2673309.3", 256, 2,  1, 1, 7.1995579, 8.0439081, 1674268.1, 12266092, 1673916.3, 12266089, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln6077796-1", "m1069588.2", "l2804270.2", 320, 2,  1, 2, 7.1995579, 13.150888, 1674984.7, 12287113, 1674953.4, 12287092, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln5835135-2", "m3036164.2", "l2935553.2", 384, 2,  1, 17, 7.1995579, 13.214693, 1668428.1, 12289757, 1668339.1, 12289886, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln5896826-1", "m1209749.2", "l2748840.2", 448, 2,  1, 1, 7.1995579, 2.5035318, 1692000, 12273042, 1692304.8, 12272450, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln5714038-1", "m1108264.2", "m1108263.2", 512, 2,  0, 3, 7.1995579, 9.3118599, 1679540.5, 12260421, 1679627.7, 12260105, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln5653457-1", "l3085398", "m1026891", 576, 6,  0, 67, 7.1995579, 12.929423, 1663360.6, 12285490, 1663258.9, 12285227, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5835173-1", "l3216367", "m1069468", 768, 6,  1, 625, 7.1995579, 8.2774518, 1673511.3, 12278910, 1673577.8, 12278791, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6321415-1", "m1142800.2", "m1142799.2", 960, 2,  0, 1, 7.1995579, 6.6260597, 1686401.4, 12272256, 1686166.7, 12272060, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln5565092-1", "m1047592.3", "p827512.3", 1024, 2,  0, 1, 7.1995579, 10.974567, 1668812.7, 12283524, 1668818.2, 12283535, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln6073648-1", "m1047339.1", "p895104.1", 1088, 2,  0, 4, 7.1995579, 8.6017241, 1671536.9, 12264380, 1671529.5, 12264404, 16711680, 1, 2, 0, 0, 0, 16, 1
Line, "Line.ln5774457-1", "m1026915", "m1026920", 1152, 6,  0, 65, 7.1995579, 12.947363, 1663539.9, 12285877, 1663580.2, 12286005, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5534966-3", "n1138596.1", "l3254207.1", 1344, 2,  1, 9, 7.1995579, 9.1181774, 1673874.3, 12274484, 1673949.1, 12274513, 16711680, 1, 2, 0, 0, 0, 16, 1
